date,tweet
2021-10-24 10:55:14+00:00, as requested
2021-10-24 10:48:47+00:00, got to 321 bar before rud but cause may be due to oxygen inlet pressure too low rather than engine issues
2021-10-24 08:37:06+00:00, we live in a gerontocracy
2021-10-24 08:11:32+00:00, plus crypto scams haha
2021-10-24 00:48:54+00:00,  neither jared nor me nor anyone i know has anything to do with this foundation
2021-10-23 14:50:00+00:00,your support makes a big difference please let the faa know your opinion
2021-10-23 13:49:01+00:00, yes
2021-10-23 13:43:53+00:00,regression in some left turns at traffic lights found by internal qa in 103 fix in work probably releasing tomorrow
2021-10-22 19:59:45+00:00, come see the apple cloth tm
2021-10-22 18:56:21+00:00, in dogecoin
2021-10-22 18:55:06+00:00, squid game is squid game for isps
2021-10-22 18:30:10+00:00, 
2021-10-22 18:17:42+00:00, hey qt314 
2021-10-22 18:14:26+00:00,starbase under construction 
2021-10-22 18:11:56+00:00,   great
2021-10-22 17:26:52+00:00,   i mean just the image
2021-10-22 17:26:30+00:00,   can i retweet this in cropped form
2021-10-22 15:38:28+00:00, tries to launch some rockets  accidentally summons dark lord
2021-10-22 15:33:21+00:00,  its gonna be great
2021-10-22 02:54:04+00:00, exactly
2021-10-22 02:41:14+00:00,  shaking out the problems literally haha
2021-10-22 01:08:29+00:00,  yeah although early production cars will need camera upgrades as well as fsd computer all included in the price
2021-10-22 01:05:58+00:00,  no we expect some tiles to shake loose during static fires
2021-10-22 01:04:37+00:00,  hopefully
2021-10-22 01:03:49+00:00, currently at 270 bar but working on upgrades to get it over 300 bar
2021-10-22 01:02:51+00:00, raptor has a very high chamber pressure which in turn allows for a large expansion ratio nozzle without flow separation at sea level
2021-10-21 22:47:09+00:00,    this will be cool
2021-10-21 17:44:26+00:00, beat the 
2021-10-21 17:32:40+00:00,  we are
2021-10-21 07:51:03+00:00, noooo
2021-10-21 03:07:24+00:00, 
2021-10-21 02:41:14+00:00,
2021-10-21 02:24:59+00:00,   very soon
2021-10-21 02:23:04+00:00,   yeah when were out of beta
2021-10-21 02:21:23+00:00,  most likely
2021-10-21 02:20:39+00:00, absolutely
2021-10-21 02:19:51+00:00, wellsaid dr aldrin
2021-10-21 01:50:24+00:00,  yup
2021-10-20 17:22:26+00:00,  welloptimized starship would do 250 tons to orbit as expendable amp 150 tons fully reusable
2021-10-20 17:18:34+00:00,  nods
2021-10-20 16:54:34+00:00, the day fsd goes to wide release will be one of the biggest asset value increases in history
2021-10-20 16:16:48+00:00, full amp rapid reusability is the holy grail of orbital rocketry
2021-10-20 16:11:12+00:00, most big companies in tech have turned into places where talent goes to die
2021-10-20 02:43:46+00:00,  objectively her track record is extremely biased against tesla
2021-10-20 00:02:53+00:00, cgi irl
2021-10-19 23:51:53+00:00,  odd
2021-10-19 17:42:00+00:00, theyre required by law but designed to be easy to remove by owners
2021-10-19 17:13:36+00:00, 
2021-10-19 16:41:42+00:00, 
2021-10-19 12:16:20+00:00,
2021-10-19 01:24:14+00:00,   ovaltine is amazing
2021-10-19 01:22:05+00:00,  i would gladly obey the chemtrails but i dont understand what they are saying haha
2021-10-18 21:31:31+00:00,
2021-10-18 09:49:31+00:00, luck is the best superpower
2021-10-18 03:01:00+00:00, good review
2021-10-17 23:07:53+00:00, 
2021-10-17 22:30:53+00:00, as soon as major construction is done so maybe in a few months
2021-10-17 22:24:27+00:00, 
2021-10-17 22:22:31+00:00,ive thought about and  im not sorry for party rocking
2021-10-17 22:20:36+00:00,"_
 _
 gt"
2021-10-17 20:29:05+00:00, autonomy must amp will work even with no connectivity
2021-10-17 03:40:44+00:00, we can do that partially but detailed rocket technology is considered advanced weaponry same tech as nuclear missiles so there are more limitations than at tesla
2021-10-17 03:13:40+00:00,  yeah
2021-10-17 03:04:50+00:00,  
2021-10-17 02:46:03+00:00, maybe buffett should invest in tesla haha
2021-10-17 02:42:44+00:00,thanks cameron county brownsville amp south padre for your support much appreciated
2021-10-17 02:31:09+00:00,  thanks
2021-10-16 05:14:55+00:00, hopefully enough to extend life to mars
2021-10-16 05:13:48+00:00, 
2021-10-15 04:52:41+00:00,    we already have a giant free fusion reactor in the sky called the sun just catch its energy with pv store in battery amp youre pretty much done
2021-10-15 04:46:31+00:00,   correct
2021-10-15 03:19:22+00:00, technical details will be in release notes
2021-10-15 03:18:00+00:00,beta 103 releasing friday next week to all cars with 99100 safety score
2021-10-14 20:10:16+00:00,  pretty much 
2021-10-14 20:06:39+00:00, fan art is the best
2021-10-14 20:05:28+00:00, lasik has improved so many peoples lives
2021-10-14 16:42:41+00:00, great game
2021-10-14 16:05:36+00:00,  haha
2021-10-14 15:42:40+00:00, congrats was cool to send  to space
2021-10-14 15:22:46+00:00,    if it possible to start an ev company without shipping any cars amp get a valuation less than a billion dollars
2021-10-14 15:16:04+00:00,     i hope they have a high pain tolerance scaling production supply chain logistics amp service is a world of hurt
2021-10-14 15:14:39+00:00,      
2021-10-14 15:13:47+00:00," yes we are talking to airlines about installing starlink please let them know if you want it on your airliner 

low latency half gigabit connectivity in the air"
2021-10-14 15:05:33+00:00,    these are strange days
2021-10-14 08:40:15+00:00,     they will
2021-10-14 08:39:52+00:00, many great suggestions in this thread
2021-10-14 08:34:18+00:00,  
2021-10-14 07:57:30+00:00,cant wait to be in genshin impact 
2021-10-14 06:06:25+00:00,    hoping to get this done soon
2021-10-14 02:47:36+00:00, 
2021-10-14 00:28:11+00:00, 
2021-10-14 00:22:46+00:00, aspirationally for everyone
2021-10-14 00:16:35+00:00, 
2021-10-13 13:19:33+00:00,  godspeed captain
2021-10-12 23:02:48+00:00,  lasers
2021-10-12 21:44:46+00:00,   maybe next week wed like to get to 103 before expanding the beta
2021-10-12 21:42:57+00:00,  always
2021-10-12 21:40:54+00:00,  
2021-10-12 21:29:34+00:00,  agreed trying to get all the approvals needed to offer insurance is extremely difficult but its coming
2021-10-12 20:25:20+00:00, production supply chain amp logistics are so hard
2021-10-12 06:34:00+00:00, yeah
2021-10-12 03:31:23+00:00, but they should go electric now less range but so easy quiet amp clean
2021-10-12 01:20:14+00:00, yeah on its way sigh
2021-10-12 01:17:01+00:00,starship launch site 
2021-10-12 00:13:13+00:00," beenz beenz
the musical fruit
the more you eat
the more you toot"
2021-10-11 17:30:12+00:00,  all the stairwells currently shown as woodclad will actually have graffiti
2021-10-11 17:10:43+00:00, starship is a hard problem
2021-10-11 16:37:50+00:00, not to mention warmup latency
2021-10-11 15:44:44+00:00," vision became so good that radar actually reduced snr so radar was turned off 

humans drive with eyes amp biological neural nets so makes sense that cameras amp silicon neural nets are only way to achieve generalized solution to selfdriving"
2021-10-11 15:37:21+00:00, 
2021-10-11 15:36:20+00:00,   just want to emphasize this is the work of hundreds of awesome engineers in both software amp hardware over 1000 data analysts amp billions of owner miles
2021-10-11 15:13:48+00:00, low occlusion gates are challenging but should be fixed soon
2021-10-11 08:00:06+00:00,beta 102 now rolling out to cars with 100100 safety score over 100 miles
2021-10-11 07:10:50+00:00, it will be available in perforated rolls
2021-10-11 07:07:02+00:00," puff puff what if the cure for cancer

puff puff was in the leaf  

"
2021-10-11 06:14:42+00:00, 
2021-10-11 05:58:08+00:00, its coming
2021-10-11 05:09:15+00:00,  thanks for playing giga berlin
2021-10-11 04:57:50+00:00, 
2021-10-10 13:54:25+00:00, i love alw couldnt agree more my dog marvin is havanese too although im his emotional support human
2021-10-10 06:13:51+00:00,  team is in fact working hard they just confirmed 102 is good to go tomorrow night
2021-10-10 05:56:14+00:00, its true
2021-10-09 23:31:17+00:00,  hell yeah
2021-10-09 20:55:38+00:00,   sure hope so
2021-10-09 20:34:20+00:00, physics ftw
2021-10-09 20:25:21+00:00, these are nice but high time we built a really big tesla coil
2021-10-09 20:22:32+00:00, cells amp fsd are massive the rest is just beauty amp romance  but life is empty without those last two
2021-10-09 20:17:14+00:00, yeah headlights are precision led so they can be bright without blinding oncoming traffic pedestrians amp cyclists
2021-10-09 13:50:57+00:00, it will hopefully achieve sustained cycle time of 45 seconds at 75 uptime over an average week thats 10kweek if run 247
2021-10-09 08:49:43+00:00, sundaymonday
2021-10-09 08:24:06+00:00, das klingt nach space party
2021-10-09 08:19:53+00:00,a few last minute concerns about this build release likely on sunday or monday sorry for the delay
2021-10-09 08:16:56+00:00,giga berlinbrandenburg spassparty heute
2021-10-08 17:57:04+00:00,     there are many small joys as you explore the car amp more to come via software updates
2021-10-08 17:55:20+00:00, so crazy to have come this far
2021-10-08 16:57:07+00:00, exactly
2021-10-08 09:11:12+00:00,if youd like to join tesla ai but cant easily move to palo alto or austin that is acceptable for extremely excellent candidates where inefficiency of distance is overcome by talent
2021-10-08 09:08:22+00:00,sorry if weve been too dumb to respond to you please cite evidence of exceptional ability in a few bullet points nothing else matters
2021-10-08 09:04:45+00:00,please consider joining tesla ai software or hardware teams 
2021-10-07 21:39:56+00:00, im so dying to do a supersonic electric votl jet but adding more work will make my  
2021-10-07 14:50:51+00:00,"starlink is designed for low to medium population density which means we can hit max users in some areas fast 

please sign up early to ensure a spot as more satellites roll out spacex will be able to serve more 

"
2021-10-07 14:47:31+00:00," should be nationwide rollout by end of month note still limited by peak number of users in same area 

this will improve as more satellites are launched"
2021-10-07 14:45:42+00:00, haha true
2021-10-07 14:45:31+00:00, definitely further refinements coming to early beta safety test score it will be refined continuously until it is an extremely good predictor of crash probability exciting actuarial problem
2021-10-07 13:50:22+00:00, sure
2021-10-07 13:49:36+00:00,"  its a big deal that dragon is reusable with improved refurbishment efficiency with each passing flight this is not the case for other orbital spacecraft

it means the spacefleet grows every time a new dragon is made"
2021-10-07 13:43:09+00:00, long list of mostly little items but driving experience is significantly better we will put notable changes in the release notes
2021-10-07 13:38:38+00:00, everyone with a perfect score with get it there are 1000 owners with perfect scores maybe 1100 to 1200 by friday night
2021-10-07 13:36:23+00:00, note quality of experience can vary dramatically as our neural nets have far more training data in some parts of the country than others but this should improve rapidly with more driving in those regions
2021-10-07 13:31:47+00:00, yes
2021-10-07 13:30:27+00:00, try explaining it to a 17monthold  thats hard
2021-10-07 13:26:59+00:00,"fsd beta 102 rolls out friday midnight to 1000 owners with perfect 100100 safety scores 

rollouts will hold for several days after that to see how it goes 

if that looks good beta will gradually begin rolling out to 99 scores amp below"
2021-10-05 20:01:39+00:00,  
2021-10-05 18:05:28+00:00, tesla always pays its debts
2021-10-04 18:04:46+00:00,  this was extremely difficult huge props to tesla engineering supply chain production amp key suppliers
2021-10-04 01:41:58+00:00,floki frunkpuppy 
2021-10-03 22:36:42+00:00,   wow
2021-10-03 21:37:24+00:00, awesome effortless ordering is our goal 
2021-10-03 12:55:27+00:00, tough choice  so many great movies but spaceballs for me
2021-10-03 12:47:40+00:00, lookin good 
2021-10-03 12:43:00+00:00,"walk this way  no this way 
"
2021-10-03 12:35:11+00:00, 
2021-10-03 08:08:34+00:00, i wish i had had the opportunity to talk to him
2021-10-03 01:12:09+00:00,      same
2021-10-02 23:26:39+00:00, good point will discuss with team floki pic tomorrow
2021-10-02 22:42:06+00:00,   new dune is good
2021-10-02 22:40:01+00:00,  i really wanted to like it
2021-10-02 22:08:38+00:00,amazing show about  mission 
2021-10-02 20:06:37+00:00, manufacturing will be teslas longterm competitive strength
2021-10-02 18:04:35+00:00,this is real btw
2021-10-02 18:03:40+00:00,and thanks very much to our suppliers amp logistics partners for coming through despite great difficulties
2021-10-02 17:58:50+00:00, congrats tesla team 
2021-10-02 17:55:39+00:00,
2021-10-02 03:00:43+00:00, will be falcon 9 size sooner or later
2021-10-01 10:54:41+00:00,  pushed a week to align with 102
2021-10-01 10:51:43+00:00,"with  amp powerwall battery you are your own utility 

247 clean sustainable electricity"
2021-09-30 19:17:07+00:00,  hello  great pic thats me waving
2021-09-30 12:01:33+00:00, that is the goal
2021-09-30 05:40:01+00:00, proof was good
2021-09-29 22:39:33+00:00, amd has been great to work with
2021-09-29 22:38:52+00:00,  no guarantees but i think it will this is  a big part of what i meant by teslas longterm competitive advantage being manufacturing technology
2021-09-29 22:20:42+00:00,  
2021-09-29 19:53:08+00:00, spacex has sued to be allowed to compete bo is suing to stop competition
2021-09-29 17:37:45+00:00, maxwell was incredible
2021-09-29 17:34:57+00:00, really
2021-09-28 20:44:15+00:00,   
2021-09-28 17:36:43+00:00, hamster has mad skillz
2021-09-28 16:02:08+00:00, this is a serious concern
2021-09-28 15:48:54+00:00,   we aim to do the most for the least 
2021-09-28 05:01:14+00:00,apologies 102 release will be a week from friday
2021-09-28 04:27:33+00:00, first few days probably 100100 then 99 98 etc
2021-09-28 04:23:38+00:00,wow lot of interest in fsd beta plan is to roll out version 102 midnight friday then onramp 1000 ownersday prioritized by safety rating
2021-09-27 23:45:53+00:00,"  if tiles are not super thin you get hot plasma waterfalling off edges of tiles creating hotspots 

that said im not entirely convinced that this couldnt be done with several overlapping scales of metal sheet with an insulator between scale armor amp primary structure"
2021-09-27 23:22:11+00:00, headed tank vent knocked off a few tiles
2021-09-27 20:36:03+00:00, cybertruck option package
2021-09-27 20:35:38+00:00, of course
2021-09-27 20:34:16+00:00,  isis
2021-09-27 08:34:35+00:00, where is hitchcock when you need him
2021-09-27 08:04:02+00:00, illustrates why tesla sales will soon exceed mass of universe
2021-09-27 05:24:55+00:00, in an electric future batteries are as essential to transport as oil is today
2021-09-26 18:41:48+00:00, noted you should be able to press mic button amp say bug report 
2021-09-26 18:39:25+00:00,  ok
2021-09-26 18:30:03+00:00, a helpful case to consider as the roads intersect at unusual angles
2021-09-26 09:31:38+00:00, true
2021-09-26 08:47:22+00:00,   comes in discreet packaging
2021-09-26 08:38:51+00:00,  well ya see we need to reach around the rocket to uhh 
2021-09-26 00:06:35+00:00, 
2021-09-25 19:47:33+00:00,     we use no cobalt at all in most of our cars amp tiny amounts in others going to zero soon whereas phones amp laptops primarily use cobalt
2021-09-25 19:44:54+00:00,  and booster used to be 70m but this required an awkward half barrel width of steel so now its 69m
2021-09-25 19:24:28+00:00, haha so true of rocket engine development
2021-09-25 18:52:21+00:00,  
2021-09-25 08:13:30+00:00, very much a beta calculation it will evolve over time to more accurately predict crash probability
2021-09-25 00:38:07+00:00, yes
2021-09-25 00:31:30+00:00,fsd beta request button goes live tonight but fsd 101 needs another 24 hours of testing so out tomorrow night
2021-09-24 18:54:43+00:00, chris was an early employee of spacex and made a significant contribution but was not a cofounder
2021-09-24 00:46:39+00:00,
2021-09-24 00:44:55+00:00,
2021-09-24 00:44:38+00:00, maybe reality is a rick amp morty episode
2021-09-23 07:27:01+00:00,     i didnt think so at the time
2021-09-22 20:53:54+00:00, so pointy 
2021-09-22 20:50:08+00:00, super important for doge fees to drop to make things like buying movie tix viable
2021-09-22 20:43:05+00:00,   giga berlin will help a lot
2021-09-22 18:40:46+00:00,  that would break the nasa budget
2021-09-22 18:18:26+00:00,   birth rate collapse is the biggest threat to human civilization
2021-09-22 17:54:22+00:00, we always do flight readiness reviews this argument makes no sense
2021-09-22 17:40:20+00:00,   logistics is underrated
2021-09-22 17:27:46+00:00,"   exactly giga shanghai makes cars for export in first half of quarter then cars for far away parts of china then cars for nearby parts of china 

net result is a crazy wave of deliveries end of quarter it is tough on our team so were hoping to reduce the wave in q4 amp q1"
2021-09-22 06:44:29+00:00,      great view of earth
2021-09-22 02:20:40+00:00, tesla is the king of car farts
2021-09-22 01:05:45+00:00,  hopefully worldwide longterm but insurance is a regulatory labyrinthescape room
2021-09-22 01:01:46+00:00," the regulatory process for approval to offer insurance is extremely slow amp complex varying considerably by state 

tesla is hoping to offer realtime based on actual driving history insurance in texas next month

probably next year before we get approval in new york"
2021-09-21 17:06:09+00:00,   good point we could enable visualization before control will enable that option hopefully next month
2021-09-21 04:22:37+00:00,   definitely upgraded toilets  we had some challenges with it this flight
2021-09-21 04:01:31+00:00, not super surprising given that internal combustion engine cars literally have combustion in the name
2021-09-21 03:48:20+00:00,  yeah a little oven for heating food amp starlink wifi
2021-09-21 03:41:19+00:00,just met with the  crew in florida to congratulate them in person such great people
2021-09-20 18:19:37+00:00, tesla has not yet decided on a fourth gigafactory location
2021-09-20 06:36:33+00:00, to be precise completely amp immediately reusable orbital rockets are the fundamental breakthrough needed to make life multiplanetary
2021-09-20 06:34:07+00:00,  which games did they like most
2021-09-20 04:31:53+00:00, nice work
2021-09-20 03:07:51+00:00,   good
2021-09-20 03:06:19+00:00,   no has to be turned on by car owner
2021-09-20 03:05:31+00:00,  yes
2021-09-20 03:05:01+00:00,  tesla insurance calculator will show status in realtime amp tell you what actions are needed to be rated good driver
2021-09-20 03:04:00+00:00,  7 days after approval to log driving style
2021-09-20 03:02:56+00:00, not a tiny engine
2021-09-20 03:02:02+00:00, remarkable how few people realize this capability exists many think it is 5 years away with public beta rollout in coming weeks awareness should improve dramatically
2021-09-19 21:15:25+00:00,   seems that way
2021-09-19 21:08:37+00:00, looks fine take 2 aspirin call me in the morning
2021-09-19 20:27:41+00:00,  some amount of cooperation would be good
2021-09-19 19:07:05+00:00,   absolutely
2021-09-19 19:00:07+00:00, hes still sleeping
2021-09-19 18:58:51+00:00, needs a little warming up
2021-09-19 14:39:45+00:00,          i wish there were more
2021-09-19 14:38:33+00:00,          so few products that you truly love 
2021-09-19 02:15:27+00:00,      count me in for 50m
2021-09-18 23:13:01+00:00,congratulations 
2021-09-18 22:16:22+00:00,  one of my favorite movies
2021-09-18 21:54:27+00:00,"  yes

no but it will get refilled amp maybe cargo transfer"
2021-09-18 21:43:12+00:00,  making life multiplanetary is an extremely hard but not impossible problem
2021-09-18 19:21:57+00:00, still basically nothing compared to the orbital mass flux needed for a base on moon or mars
2021-09-18 19:01:05+00:00, probably will trap a tesla with the production autopilot build but wont work with fsd using a ring of cones would stop fsd though
2021-09-18 13:51:56+00:00,  it will be there
2021-09-18 13:34:30+00:00, sigh
2021-09-18 12:38:20+00:00,"    long chain hydrocarbons like kerosene have excellent volumetric energy density but what you really want for rockets is best way to bind hydrogen which is ch4 

also easy to make amp store ch4o2 from co2h2o which are abundant on mars"
2021-09-18 12:26:46+00:00,     
2021-09-18 12:14:57+00:00,   fully reusable rockets want high tw to minimize ton to orbit because propellant cost actually matters
2021-09-18 12:00:59+00:00, automatically drive to most obvious location unless occupant says otherwise
2021-09-18 11:47:37+00:00,  with that ship is basically begging for an extra 3 engines
2021-09-18 11:46:33+00:00,  33
2021-09-18 08:26:30+00:00,  exactly
2021-09-18 07:01:59+00:00,   ignition
2021-09-18 06:54:13+00:00,  throw in some hydrogen amp lithium for a real party
2021-09-18 06:52:58+00:00,  
2021-09-18 06:11:05+00:00, what propellant
2021-09-18 04:54:38+00:00,moving at 23 times speed of sound circling earth every 90 minutes
2021-09-18 01:43:23+00:00," ironically yes at this time fsd beta system at times can seem so good that vigilance isnt necessary but it is also any beta user who isnt super careful will get booted 

2000 beta users operating for almost a year with no accidents needs to stay that way"
2021-09-18 01:16:17+00:00,  yeah wed use our ka parabolics or laser links for dragon starship or other spacecraft as soon as they got above cloud level
2021-09-17 21:36:21+00:00, jay is right
2021-09-17 18:12:05+00:00,"please add your voice to the public comments support is greatly appreciated 

humanitys future on the moon mars amp beyond depends upon it

thanks 
elon"
2021-09-17 08:21:58+00:00, the lesson from tortoise amp hare is not that tortoises are faster but rather that hares should not be complacent
2021-09-17 07:48:30+00:00, september will be interesting
2021-09-17 06:34:35+00:00, technology probably ready in a few months thereafter limited by regulatory approval
2021-09-17 06:25:59+00:00, beta button will request permission to assess driving behavior using tesla insurance calculator if driving behavior is good for 7 days beta access will be granted
2021-09-17 06:15:07+00:00, yes
2021-09-17 06:14:03+00:00, next month
2021-09-17 06:11:49+00:00,"good feedback from fsd beta 10 users 1001 point release rolling out now 

101 rolls out a week from friday with beta request button"
2021-09-17 06:05:09+00:00,    truth is stranger than fiction
2021-09-17 06:03:08+00:00, congratulations on a successful mission
2021-09-16 21:58:39+00:00, rip sir sinclair i loved that computer
2021-09-16 19:51:15+00:00,just spoke with  crew all is well
2021-09-16 19:47:12+00:00,  missions like inspiration4 help advance spaceflight to enable ultimately anyone to go to orbit amp beyond
2021-09-16 19:02:40+00:00, thats my safe word too
2021-09-16 18:23:56+00:00, maneuverability is important for safety
2021-09-16 17:39:30+00:00,   thanks richard
2021-09-16 17:20:21+00:00,  thank you
2021-09-16 05:27:08+00:00,     it was an honor to wish you godspeed before you left for orbit
2021-09-15 05:58:00+00:00,watch countdown on netflix about inspiration4 mission launching today
2021-09-14 19:55:39+00:00,"   it is hard to overstate criticality of reusable rockets no less important than reusable aircraft cars or bicycles

essential for humanity to become a multiplanet species amp backup the biosphere"
2021-09-14 11:14:56+00:00, it has indeed become hard to find which platform has which show
2021-09-14 11:11:20+00:00, 
2021-09-14 00:30:29+00:00, im not saying there are ufos  but there are ufos
2021-09-13 07:57:45+00:00, also we need to figure out how to render voxel height of unknown objects in a way that isnt horrendous
2021-09-13 04:12:44+00:00, deep
2021-09-13 04:09:51+00:00,whether its stamp collectors in andorra or petticoat aficionados in lichtenstein none can resist
2021-09-13 03:05:30+00:00, nice work
2021-09-13 01:02:32+00:00,gravitas 
2021-09-13 00:38:37+00:00,nicheman power of appealing to niche audiences strikes again hahaha
2021-09-13 00:01:47+00:00,emojilution 
2021-09-12 23:58:22+00:00, they are  not yet friends
2021-09-12 23:13:27+00:00, ok ok haha
2021-09-12 22:32:46+00:00, will do
2021-09-12 22:22:39+00:00,floki has arrived 
2021-09-12 21:38:13+00:00,   
2021-09-12 21:24:08+00:00,  ahem
2021-09-12 21:21:49+00:00,  
2021-09-12 21:20:43+00:00,  literally
2021-09-12 21:19:28+00:00, forward flaps will change a lot in upcoming versions of starship  smaller amp more leeward
2021-09-12 21:13:47+00:00, this is written by forduaw lobbyists as they make their electric car in mexico not obvious how this serves american taxpayers  
2021-09-12 21:06:16+00:00," falcon 9 is technically a heavy lift rocket if flown as an expendable payload to orbit is similar to delta iv heavy 25 tons to leo

and starship is 10 times bigger"
2021-09-12 18:45:14+00:00, nice drive
2021-09-12 18:14:48+00:00,   
2021-09-12 03:14:42+00:00,  with 101 it will creep forward with more confidence amp quickly reverse back a little just as a person would if it sees danger
2021-09-12 03:11:59+00:00, think of beta 10 as enabling a significantly higher local maximum than beta 9
2021-09-11 20:41:50+00:00, to be fair investors are giving us significant credit for achieving selfdriving given that teslas valuationproduction is very high compared to other automakers
2021-09-11 19:32:32+00:00,  three weeks
2021-09-11 19:02:42+00:00, digital clock coming in 2 weeks
2021-09-11 18:18:58+00:00, 
2021-09-11 18:16:27+00:00, please challenge tim of apple to trial by combat 
2021-09-11 18:06:22+00:00, didnt you sorta win 
2021-09-11 12:53:49+00:00,  highway stack is still production version as it is more polished than fsd for now single stack for all should release in 101
2021-09-11 04:04:13+00:00, these are v15 starlinks with laser intersatellite links which are needed for high latitudes amp mid ocean coverage
2021-09-10 23:15:22+00:00, an early season episode of the tesla soap opera
2021-09-10 21:30:14+00:00,  great work by tesla team with special thanks to tesla automation in prum who were critical to many highperformance parts of plaid
2021-09-10 20:16:48+00:00,   
2021-09-10 19:50:52+00:00,      exactly getting paid by the government to launch payloads at much lower prices than competitors is not government support
2021-09-10 19:47:05+00:00,  satellites with lasers in space strokes white cat
2021-09-10 19:39:11+00:00,"  alter falter dankeschon nurburgring tesla wird geerht
"
2021-09-10 11:33:23+00:00,   booster static fire on orbital launch mount hopefully next week
2021-09-10 10:59:07+00:00,metallurgy rulz
2021-09-10 09:50:20+00:00,pov hardcore
2021-09-09 22:09:00+00:00, track software update probably a few weeks away i know i know haha also waypoints amp other things
2021-09-09 22:08:09+00:00, tesla doesnt have the bandwidth to do it but there are some good third party mod shops
2021-09-09 22:04:46+00:00,next will be modified plaid with added aero surfaces carbon brakes amp track tires all things that can be done without tesla being in the loop
2021-09-09 21:58:55+00:00,tesla model s plaid just set official world speed record for a production electric car at nurburgring completely unmodified directly from factory 
2021-09-09 21:51:25+00:00, maybe not but its 99 dot products
2021-09-09 14:03:44+00:00, the build im driving right now is almost there fsd 10 will blow your mind
2021-09-09 13:59:28+00:00, expansion will be gradual based on ensuring maximum safety
2021-09-09 10:51:29+00:00,  am i a yoke to you 
2021-09-09 10:44:48+00:00,  yet another round wheel is boring amp blocks the screen fsd in panoramic mode looks way better with a yoke
2021-09-09 10:40:57+00:00, just messin with ya haha
2021-09-09 10:04:25+00:00,  are you the same today as you were yesterday
2021-09-09 10:00:14+00:00, it seems to be working  
2021-09-09 09:56:26+00:00, 
2021-09-09 09:29:19+00:00, 
2021-09-09 09:10:34+00:00, cybertruck is not like the others
2021-09-08 21:56:41+00:00, that sums it up well
2021-09-08 21:54:52+00:00, 
2021-09-07 18:28:00+00:00, thanks what is your favorite tea
2021-09-07 17:36:44+00:00, and if it doesnt work hes gonna sue death
2021-09-06 23:33:02+00:00, impressive
2021-09-06 23:23:26+00:00, worth it
2021-09-06 21:44:57+00:00,   many times
2021-09-06 21:39:39+00:00,  thats one of my tests
2021-09-06 19:19:51+00:00, im not always late haha
2021-09-06 19:16:13+00:00," large incumbent carmakers sell their cars at low to zero true margin most of their profit is selling replacement parts to their fleet of which 70 to 80 are past warranty 

like razors amp blades

new car companies lack this advantage also lack sales amp service infrastructure"
2021-09-06 19:12:00+00:00, production is hard production with positive cash flow is extremely hard
2021-09-04 17:17:50+00:00,      lot of good work happening on tesla sound codec amp audio software in general aiming for maximum music dopamine in your brain
2021-09-04 08:33:51+00:00, yes
2021-09-04 07:18:29+00:00,  2022
2021-09-04 06:51:12+00:00, a lot has happened in the past 8 years
2021-09-03 18:50:14+00:00,    this is obv debatable but id call anything with 300 miles  500 km of true usable travel distance long range beyond that very long range
2021-09-03 18:21:18+00:00,"   there are vast amounts of iron and lithium on earth but much less nickel 

for global industry to scale battery production to 10 twhyear it needs to be mostly iron

higher energy density of nickel only needed for very long range vehicles amp aircraft"
2021-09-03 16:10:01+00:00,  our new cell is 46mm diameter with steel shell amp even that was huge challenge for propagation resistance
2021-09-03 16:05:40+00:00,"  yes 

physics of large cells means distance from cooling loop to center of cell is high so harder to prevent hotspots

then pressure amp heat released from large cell in weak bag make it impossible to stop whole pack from burning

pretty basic"
2021-09-03 08:47:10+00:00,time is the ultimate currency
2021-09-03 06:08:07+00:00,  iron the last element made in a star appears likely to exceed nickel by 31 or more
2021-09-03 05:58:15+00:00, generally agree but probability of thermal runaway is dangerously high with large pouch cells tesla strongly recommends against their use
2021-09-03 01:38:50+00:00, and beta 10 is a step change improvement from what you have
2021-09-02 18:18:18+00:00,   im fkn tryin
2021-09-02 18:17:20+00:00,  ur welcome pls be nice to the humans
2021-09-02 18:16:12+00:00, smoked ham
2021-09-02 17:28:28+00:00, good progress applying information theory to currency which is just information lower fees reduce noise amp faster amp more consistent sync time improve latency amp jitter
2021-09-02 17:05:26+00:00," the robots are coming anyway as boston dynamics videos clearly show 

i will not be able to ensure that robots made by other companies are safe but i can try my best to do so at tesla"
2021-09-02 17:00:21+00:00,  in general i believe government should rarely impose its will upon the people and when doing so should aspire to maximize their cumulative happiness that said i would prefer to stay out of politics
2021-09-02 06:45:12+00:00,"    processing is not an issue lasers links alleviate ground station constraints so data can go from say sydney to london through space which is 40 faster speed of light than fiber amp shorter path 

also no need for ground stations everywhere arctic will have great bandwidth"
2021-09-02 02:26:25+00:00, 
2021-09-02 00:59:48+00:00, not sure but maybe a few months in general for any region we need to make software work well test it extensively amp then get regulatory approval if we could go faster while being safe we would
2021-09-02 00:55:35+00:00, yes
2021-09-02 00:53:31+00:00, what is love
2021-09-02 00:32:46+00:00,fsd beta 10 rolls out midnight friday next week
2021-09-01 20:57:20+00:00,  
2021-09-01 18:50:05+00:00, 
2021-09-01 18:39:05+00:00,"         i was in the berlin paint shop talking to the team on my last visit its gonna be great 

but bear in mind that it takes about a year for a new factory to reach volume production production is super hard work which is why i have great respect for those who do it"
2021-09-01 17:42:56+00:00, they can shake their fist at the sky
